Refactoring Type,Original,Updated,Old Location,New Location,Old Method Line,New Method Line,Description,Commit,Location,Original Line,Updated Line,Original Method Line,Extracted/Inlined Method Line,Extracted/Inlined Lines
Change/Rename Parameter,binarization,binarization,,,,,['The parameters [ W H ] of the method binarization from the module ann_architectures/BinaryConnect/common.py are changed/renamed to [w h]'],77e6c1e6b4ad7bab726721c3dc12526d66ae8fb6,ann_architectures/BinaryConnect/common.py,63.0,148.0,,,
Change/Rename Parameter,plot_activations,plot_activations,,,,,['The parameters [ X_test ] of the method plot_activations from the module snntoolbox/io_utils/plotting.py are changed/renamed to [x_test]'],77e6c1e6b4ad7bab726721c3dc12526d66ae8fb6,snntoolbox/io_utils/plotting.py,243.0,245.0,,,
Change/Rename Parameter,plot_confusion_matrix,plot_confusion_matrix,,,,,['The parameters [ Y_test Y_pred ] of the method plot_confusion_matrix from the module snntoolbox/io_utils/plotting.py are changed/renamed to [y_test y_pred]'],77e6c1e6b4ad7bab726721c3dc12526d66ae8fb6,snntoolbox/io_utils/plotting.py,709.0,724.0,,,
Change/Rename Parameter,plot_error_vs_time,plot_error_vs_time,,,,,['The parameters [ ANN_err ] of the method plot_error_vs_time from the module snntoolbox/io_utils/plotting.py are changed/renamed to [ann_err]'],77e6c1e6b4ad7bab726721c3dc12526d66ae8fb6,snntoolbox/io_utils/plotting.py,732.0,760.0,,,
Change/Rename Parameter,plot_potential,plot_potential,,,,,['The parameters [ showLegend ] of the method plot_potential from the module snntoolbox/io_utils/plotting.py are changed/renamed to [show_legend]'],77e6c1e6b4ad7bab726721c3dc12526d66ae8fb6,snntoolbox/io_utils/plotting.py,658.0,673.0,,,
Change/Rename Parameter,evaluate,evaluate,,,,,['The parameters [ X_test Y_test ] of the method evaluate from the module snntoolbox/model_libs/caffe_input_lib.py are changed/renamed to [x_test y_test]'],77e6c1e6b4ad7bab726721c3dc12526d66ae8fb6,snntoolbox/model_libs/caffe_input_lib.py,289.0,292.0,,,
Remove Parameter,absorb_bn,absorb_bn,,,,,['The parameters [ epsilon ] of the method absorb_bn from the module snntoolbox/model_libs/lasagne_input_lib.py is/are removed'],77e6c1e6b4ad7bab726721c3dc12526d66ae8fb6,snntoolbox/model_libs/lasagne_input_lib.py,245.0,275.0,,,
Change/Rename Parameter,evaluate,evaluate,,,,,['The parameters [ X_test Y_test ] of the method evaluate from the module snntoolbox/model_libs/lasagne_input_lib.py are changed/renamed to [x_test y_test]'],77e6c1e6b4ad7bab726721c3dc12526d66ae8fb6,snntoolbox/model_libs/lasagne_input_lib.py,314.0,364.0,,,
Change/Rename Parameter,collect_plot_results,collect_plot_results,,,,,['The parameters [ X_batch ] of the method collect_plot_results from the module snntoolbox/target_simulators/brian2_target_sim.py in class SNN are changed/renamed to [x_batch]'],77e6c1e6b4ad7bab726721c3dc12526d66ae8fb6,snntoolbox/target_simulators/brian2_target_sim.py/SNN,398.0,399.0,,,
Remove Parameter,end_sim,end_sim,,,,,['The parameters [ self ] of the method end_sim from the module snntoolbox/target_simulators/brian2_target_sim.py in class SNN is/are removed'],77e6c1e6b4ad7bab726721c3dc12526d66ae8fb6,snntoolbox/target_simulators/brian2_target_sim.py/SNN,388.0,387.0,,,
Change/Rename Parameter,collect_plot_results,collect_plot_results,,,,,['The parameters [ X_batch ] of the method collect_plot_results from the module snntoolbox/target_simulators/pyNN_target_sim.py in class SNN are changed/renamed to [x_batch]'],77e6c1e6b4ad7bab726721c3dc12526d66ae8fb6,snntoolbox/target_simulators/pyNN_target_sim.py/SNN,616.0,615.0,,,
Add Parameter,end_sim,end_sim,,,,,['The parameters [ path filename ] are added to the method end_sim from the module snntoolbox/target_simulators/brian2_target_sim.py in class SNN_compiled'],79cd5cddd6b4ecca22f18ad72baf385086dac3ab,snntoolbox/target_simulators/brian2_target_sim.py/SNN_compiled,376.0,376.0,,,
Add Parameter,load_assembly,load_assembly,,,,,['The parameters [ sim ] are added to the method load_assembly from the module snntoolbox/io/load.py'],7af184d817bb802897bdd00027e58a181f79c969,snntoolbox/io/load.py,267.0,214.0,,,
Remove Parameter,load_model,load_model,,,,,['The parameters [ spiking ] of the method load_model from the module snntoolbox/io/load.py is/are removed'],7af184d817bb802897bdd00027e58a181f79c969,snntoolbox/io/load.py,28.0,27.0,,,
Move Method,initialize_simulator,initialize_simulator,snntoolbox/__init__.py,snntoolbox/config.py,42.0,283.0, method initialize_simulator from the module snntoolbox/__init__.py was moved to module snntoolbox/config.py ,7af184d817bb802897bdd00027e58a181f79c969,,,,,,
Add Parameter,norm_parameters,norm_parameters,,,,,['The parameters [ prev_scale_fac ] are added to the method norm_parameters from the module snntoolbox/core/util.py'],7ccdde8acf0d6aebc49db5b6d9b0c6c57777d883,snntoolbox/core/util.py,142.0,142.0,,,
Add Parameter,build_softmax_conrol_events,build_softmax_conrol_events,,,,,['The parameters [ duration dt input_rate softmax_clockrate ] are added to the method build_softmax_conrol_events from the module snntoolbox/target_simulators/MegaSim_target_sim.py in class Module_fully_connected'],7cef07f0ccdcd97098ea017700084dbb19a4b95b,snntoolbox/target_simulators/MegaSim_target_sim.py/Module_fully_connected,1037.0,1069.0,,,
Remove Parameter,check_megasim_output,check_megasim_output,,,,,['The parameters [ self ] of the method check_megasim_output from the module snntoolbox/target_simulators/MegaSim_target_sim.py in class SNN is/are removed'],7cef07f0ccdcd97098ea017700084dbb19a4b95b,snntoolbox/target_simulators/MegaSim_target_sim.py/SNN,1253.0,1459.0,,,
Remove Parameter,spike_count_histogram,spike_count_histogram,,,,,['The parameters [ self ] of the method spike_count_histogram from the module snntoolbox/target_simulators/MegaSim_target_sim.py in class SNN is/are removed'],7cef07f0ccdcd97098ea017700084dbb19a4b95b,snntoolbox/target_simulators/MegaSim_target_sim.py/SNN,1668.0,1426.0,,,
Remove Parameter,get_vmem,get_vmem,,,,,['The parameters [ layer i ] of the method get_vmem from the module snntoolbox/target_simulators/brian2_target_sim.py in class SNN is/are removed'],7cef07f0ccdcd97098ea017700084dbb19a4b95b,snntoolbox/target_simulators/brian2_target_sim.py/SNN,205.0,254.0,,,
Remove Parameter,set_mem_stats,set_mem_stats,,,,,['The parameters [ i ] of the method set_mem_stats from the module snntoolbox/target_simulators/common.py in class AbstractSNN is/are removed'],7cef07f0ccdcd97098ea017700084dbb19a4b95b,snntoolbox/target_simulators/common.py/AbstractSNN,662.0,676.0,,,
Rename Method,get_inbound_layer_with_params,get_inbound_layers_with_params,,,,,['The method get_inbound_layer_with_params from the module snntoolbox/core/util.py is renamed to get_inbound_layers_with_params'],814d18327bef454d21b09906df99aa1b76e214c4,snntoolbox/core/util.py,507.0,547.0,,,
Change/Rename Parameter,__init__,__init__,,,,,['The parameters [ ignore_border ] of the method __init__ from the module snntoolbox/core/inisim.py in class MaxPool2DReLU are changed/renamed to [border_mode]'],8459eec7720a25c56e3d4aab941a3bc35492f66a,snntoolbox/core/inisim.py/MaxPool2DReLU,541.0,542.0,,,
Add Parameter,get_imagenet,get_imagenet,,,,,['The parameters [ class_idx_path ] are added to the method get_imagenet from the module snntoolbox/io_utils/inception_v3_load.py'],858e82aade1b6439b9284e8baa836a23003583c1,snntoolbox/io_utils/inception_v3_load.py,24.0,24.0,,,
Rename Class,SpikeMerge,SpikeConcatenate,,,,, class SpikeMerge was renamed to class SpikeConcatenate ,87ff637109458f019eb574c798fcf28fc244f735,snntoolbox/core/inisim.py,,,,,
Extract Method,plot_pearson_coefficients,get_pearson_coefficients,,,,, The method get_pearson_coefficients from the module snntoolbox/io_utils/plotting.py is extracted from method plot_pearson_coefficients from the module snntoolbox/io_utils/plotting.py ,87ff637109458f019eb574c798fcf28fc244f735,snntoolbox/io_utils/plotting.py,,,"(439,480)",438.0,"[466.0, 470.0, 471.0, 472.0, 473.0, 474.0, 475.0, 476.0, 480.0, 481.0, 482.0, 483.0, 484.0, 485.0, 486.0, 487.0, 488.0, 489.0, 490.0]"
Add Parameter,absorb_bn,absorb_bn,,,,,['The parameters [ axis ] are added to the method absorb_bn from the module snntoolbox/model_libs/common.py'],87ff637109458f019eb574c798fcf28fc244f735,snntoolbox/model_libs/common.py,42.0,42.0,,,
Add Parameter,plot_input_image,plot_input_image,,,,,['The parameters [ filename ] are added to the method plot_input_image from the module snntoolbox/simulation/plotting.py'],89333926ae6c0dbc56c97bab30812ac461fdc7fa,snntoolbox/simulation/plotting.py,1109.0,1124.0,,,
Add Parameter,plot_layer_correlation,plot_layer_correlation,,,,,['The parameters [ same_xylim ] are added to the method plot_layer_correlation from the module snntoolbox/simulation/plotting.py'],89333926ae6c0dbc56c97bab30812ac461fdc7fa,snntoolbox/simulation/plotting.py,382.0,383.0,,,
Rename Method,plot_correlations,plot_network_correlations,,,,,['The method plot_correlations from the module snntoolbox/simulation/plotting.py is renamed to plot_network_correlations'],89333926ae6c0dbc56c97bab30812ac461fdc7fa,snntoolbox/simulation/plotting.py,428.0,444.0,,,
Add Parameter,connect,connect,,,,,['The parameters [ scale ] are added to the method connect from the module snntoolbox/simulation/target_simulators/loihi_target_sim.py in class SNN'],89333926ae6c0dbc56c97bab30812ac461fdc7fa,snntoolbox/simulation/target_simulators/loihi_target_sim.py/SNN,270.0,319.0,,,
Add Parameter,partition_layer,partition_layer,,,,,['The parameters [ compartment_kwargs ] are added to the method partition_layer from the module snntoolbox/simulation/target_simulators/loihi_target_sim.py in class SNN'],89333926ae6c0dbc56c97bab30812ac461fdc7fa,snntoolbox/simulation/target_simulators/loihi_target_sim.py/SNN,250.0,301.0,,,
Rename Method,poisson_spike_generator_megasim_flatten,poisson_spike_generator_megasim,,,,,['The method poisson_spike_generator_megasim_flatten from the module snntoolbox/target_simulators/MegaSim_target_sim.py in class SNN_compiled is renamed to poisson_spike_generator_megasim'],8b89056c36e659fda99e08eb37c436295e64b066,snntoolbox/target_simulators/MegaSim_target_sim.py/SNN_compiled,914.0,1139.0,,,
Rename Class,module_average_pooling,Module_average_pooling,,,,, class module_average_pooling was renamed to class Module_average_pooling ,8b89056c36e659fda99e08eb37c436295e64b066,snntoolbox/target_simulators/MegaSim_target_sim.py,,,,,
Rename Class,module_conv,Module_conv,,,,, class module_conv was renamed to class Module_conv ,8b89056c36e659fda99e08eb37c436295e64b066,snntoolbox/target_simulators/MegaSim_target_sim.py,,,,,
Change/Rename Parameter,update_neurons,update_neurons,,,,,['The parameters [ prev_layer_payload ] of the method update_neurons from the module snntoolbox/tests/rate_simulation.py in class Layer are changed/renamed to [prev_layer_payload_sum]'],8babb9933d3f4f10772c8b5628ea66592723df94,snntoolbox/tests/rate_simulation.py/Layer,46.0,48.0,,,
Add Parameter,get_eventframe_sequence,get_eventframe_sequence,,,,,['The parameters [ frame_gen_method ] are added to the method get_eventframe_sequence from the module snntoolbox/datasets/aedat/DVSIterator.py'],8db6d859eab1d4ccddafa48f2abc602c4eac0e42,snntoolbox/datasets/aedat/DVSIterator.py,392.0,407.0,,,
Add Parameter,next_eventframe_batch,next_eventframe_batch,,,,,['The parameters [ frame_gen_method ] are added to the method next_eventframe_batch from the module snntoolbox/datasets/aedat/DVSIterator.py'],8db6d859eab1d4ccddafa48f2abc602c4eac0e42,snntoolbox/datasets/aedat/DVSIterator.py,409.0,425.0,,,
Add Parameter,test_gui,test_gui,,,,,['The parameters [ _config ] are added to the method test_gui from the module tests/core/test_gui.py'],8e2dcb85db4def11e2361cc945f0331969f15b27,tests/core/test_gui.py,6.0,6.0,,,
Add Parameter,main,main,,,,,['The parameters [ filepath ] are added to the method main from the module snntoolbox/bin/run.py'],8e7fc0bfcdafd0406951820ab02f98f9185dd541,snntoolbox/bin/run.py,17.0,17.0,,,
Add Parameter,absorb_bn_parameters,absorb_bn_parameters,,,,,['The parameters [ is_depthwise ] are added to the method absorb_bn_parameters from the module snntoolbox/parsing/utils.py'],8fea14b0b3b0358a9a74cb75c675dcb4f8abe2e3,snntoolbox/parsing/utils.py,695.0,727.0,,,
Extract Method,add_layer,get_layer_kwargs,,,,, The method get_layer_kwargs from the module snntoolbox/simulation/target_simulators/loihi_target_sim.py in class SNN is extracted from method add_layer from the module snntoolbox/simulation/target_simulators/loihi_target_sim.py in class SNN ,8fea14b0b3b0358a9a74cb75c675dcb4f8abe2e3,snntoolbox/simulation/target_simulators/loihi_target_sim.py/SNN,,,"(75,104)",57.0,"[93.0, 94.0, 97.0, 99.0, 100.0, 101.0, 103.0, 104.0, 106.0, 108.0, 111.0, 112.0, 113.0, 130.0]"
Add Parameter,__init__,__init__,,,,,['The parameters [ apply_payload in_layer ] are added to the method __init__ from the module snntoolbox/tests/rate_simulation.py in class Layer'],978d8118f2cd48031f0ff5686af13bb817606264,snntoolbox/tests/rate_simulation.py/Layer,17.0,17.0,,,
Add Parameter,normalize_parameters,normalize_parameters,,,,,['The parameters [ prev_fac ] are added to the method normalize_parameters from the module snntoolbox/tests/rate_simulation.py'],978d8118f2cd48031f0ff5686af13bb817606264,snntoolbox/tests/rate_simulation.py,218.0,230.0,,,
Add Parameter,get_activations_layer,get_activations_layer,,,,,['The parameters [ batch_size ] are added to the method get_activations_layer from the module snntoolbox/core/util.py'],9a062c6473109dfdd545d1db84f62b5037c53128,snntoolbox/core/util.py,587.0,589.0,,,
Extract Method,get_batch_input_shape,get_input_shape,,,,, The method get_input_shape from the module snntoolbox/model_libs/common.py in class AbstractModelParser is extracted from method get_batch_input_shape from the module snntoolbox/model_libs/common.py in class AbstractModelParser ,9a062c6473109dfdd545d1db84f62b5037c53128,snntoolbox/model_libs/common.py/AbstractModelParser,,,"(347,351)",347.0,[349.0]
Rename Method,intensity_to_poisson_convertion,intensity_to_poisson_convertion_old,,,,,['The method intensity_to_poisson_convertion from the module snntoolbox/target_simulators/MegaSim_target_sim.py in class SNN_compiled is renamed to intensity_to_poisson_convertion_old'],9c55e1892d4509bc64832d1e6538d17c1a9fedc7,snntoolbox/target_simulators/MegaSim_target_sim.py/SNN_compiled,340.0,363.0,,,
Rename Method,spike_count,spike_count_histogram,,,,,['The method spike_count from the module snntoolbox/target_simulators/MegaSim_target_sim.py in class SNN_compiled is renamed to spike_count_histogram'],9c55e1892d4509bc64832d1e6538d17c1a9fedc7,snntoolbox/target_simulators/MegaSim_target_sim.py/SNN_compiled,510.0,550.0,,,
Change/Rename Parameter,plot_layer_correlation,plot_layer_correlation,,,,,['The parameters [ normalize ] of the method plot_layer_correlation from the module snntoolbox/simulation/plotting.py are changed/renamed to [same_xylim]'],9eac399add28483c2852508b3a04ec1f2511d68c,snntoolbox/simulation/plotting.py,383.0,383.0,,,
Extract Method,init_neurons,init_layer,,,,, The method init_layer from the module snntoolbox/core/inisim.py is extracted from method init_neurons from the module snntoolbox/core/inisim.py ,9f2a83c4ce192da805e18617ce2421bb80cfe8fe,snntoolbox/core/inisim.py,,,"(148,156)",168.0,"[153.0, 154.0, 155.0, 156.0, 157.0, 158.0]"
Add Parameter,build_convolution,build_convolution,,,,,['The parameters [ transpose_kernel ] are added to the method build_convolution from the module snntoolbox/simulation/utils.py'],a80a1f3497bbe574aa0e45145ac138152593c16a,snntoolbox/simulation/utils.py,1120.0,1120.0,,,
Add Parameter,plot_error_vs_time,plot_error_vs_time,,,,,['The parameters [ ANN_err ] are added to the method plot_error_vs_time from the module snntoolbox/io_utils/plotting.py'],aeae09b937282e9bc3261c97c87c3045ecbfd5b7,snntoolbox/io_utils/plotting.py,718.0,721.0,,,
Remove Parameter,get_output,get_output,,,,,['The parameters [ train ] of the method get_output from the module build/lib/snntoolbox/core/inisim.py in class SpikeFlatten is/are removed'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/core/inisim.py/SpikeFlatten,328.0,357.0,,,
Remove Parameter,get_output,get_output,,,,,['The parameters [ train ] of the method get_output from the module build/lib/snntoolbox/core/inisim.py in class SpikeDense is/are removed'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/core/inisim.py/SpikeDense,360.0,390.0,,,
Remove Parameter,get_output,get_output,,,,,['The parameters [ train ] of the method get_output from the module build/lib/snntoolbox/core/inisim.py in class SpikeConvolution2D is/are removed'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/core/inisim.py/SpikeConvolution2D,438.0,429.0,,,
Remove Parameter,get_output,get_output,,,,,['The parameters [ train ] of the method get_output from the module build/lib/snntoolbox/core/inisim.py in class SpikeMaxPooling2D is/are removed'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/core/inisim.py/SpikeMaxPooling2D,589.0,536.0,,,
Inline Method,softmax_activation,trigger_spike,,,,, The method trigger_spike from the module build/lib/snntoolbox/core/inisim.py is inlined into method softmax_activation from the module build/lib/snntoolbox/core/inisim.py ,afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/core/inisim.py,,,"(147,211)",176.0,"[224.0, 225.0, 226.0]"
Change/Rename Parameter,get_activations_layer,get_activations_layer,,,,,['The parameters [ X_train ] of the method get_activations_layer from the module build/lib/snntoolbox/core/util.py are changed/renamed to [x_train]'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/core/util.py,293.0,507.0,,,
Rename Method,__scrollHandler,__scroll_handler,,,,,['The method __scrollHandler from the module build/lib/snntoolbox/gui/gui.py in class SNNToolboxGUI is renamed to __scroll_handler'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/gui/gui.py/SNNToolboxGUI,1321.0,1450.0,,,
Remove Parameter,about,about,,,,,['The parameters [ self ] of the method about from the module build/lib/snntoolbox/gui/gui.py in class SNNToolboxGUI is/are removed'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/gui/gui.py/SNNToolboxGUI,1033.0,1143.0,,,
Change/Rename Parameter,check_file,check_file,,,,,['The parameters [ P ] of the method check_file from the module build/lib/snntoolbox/gui/gui.py in class SNNToolboxGUI are changed/renamed to [p]'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/gui/gui.py/SNNToolboxGUI,1224.0,1339.0,,,
Change/Rename Parameter,check_runlabel,check_runlabel,,,,,['The parameters [ P ] of the method check_runlabel from the module build/lib/snntoolbox/gui/gui.py in class SNNToolboxGUI are changed/renamed to [p]'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/gui/gui.py/SNNToolboxGUI,1301.0,1389.0,,,
Change/Rename Parameter,check_sample,check_sample,,,,,['The parameters [ P ] of the method check_sample from the module build/lib/snntoolbox/gui/gui.py in class SNNToolboxGUI are changed/renamed to [p]'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/gui/gui.py/SNNToolboxGUI,1208.0,1323.0,,,
Remove Parameter,documentation,documentation,,,,,['The parameters [ self ] of the method documentation from the module build/lib/snntoolbox/gui/gui.py in class SNNToolboxGUI is/are removed'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/gui/gui.py/SNNToolboxGUI,1028.0,1137.0,,,
Rename Method,toggle_state_pyNN,toggle_state_pynn,,,,,['The method toggle_state_pyNN from the module build/lib/snntoolbox/gui/gui.py in class SNNToolboxGUI is renamed to toggle_state_pynn'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/gui/gui.py/SNNToolboxGUI,1329.0,1458.0,,,
Rename Method,plot_rates_minus_activations,plot_activations_minus_rates,,,,,['The method plot_rates_minus_activations from the module build/lib/snntoolbox/io_utils/plotting.py is renamed to plot_activations_minus_rates'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/io_utils/plotting.py,232.0,271.0,,,
Change/Rename Parameter,plot_confusion_matrix,plot_confusion_matrix,,,,,['The parameters [ Y_test Y_pred ] of the method plot_confusion_matrix from the module build/lib/snntoolbox/io_utils/plotting.py are changed/renamed to [y_test y_pred]'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/io_utils/plotting.py,655.0,724.0,,,
Add Parameter,plot_error_vs_time,plot_error_vs_time,,,,,['The parameters [ ann_err ] are added to the method plot_error_vs_time from the module build/lib/snntoolbox/io_utils/plotting.py'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/io_utils/plotting.py,678.0,760.0,,,
Change/Rename Parameter,plot_potential,plot_potential,,,,,['The parameters [ showLegend ] of the method plot_potential from the module build/lib/snntoolbox/io_utils/plotting.py are changed/renamed to [show_legend]'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/io_utils/plotting.py,604.0,673.0,,,
Change/Rename Parameter,absorb_bn,absorb_bn,,,,,['The parameters [ std ] of the method absorb_bn from the module build/lib/snntoolbox/model_libs/common.py are changed/renamed to [var]'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/model_libs/common.py,26.0,42.0,,,
Add Parameter,__init__,__init__,,,,,['The parameters [ s ] are added to the method __init__ from the module build/lib/snntoolbox/target_simulators/INI_target_sim.py in class SNN'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/target_simulators/INI_target_sim.py/SNN,74.0,73.0,,,
Remove Parameter,assert_batch_size,assert_batch_size,,,,,['The parameters [ self ] of the method assert_batch_size from the module build/lib/snntoolbox/target_simulators/INI_target_sim.py in class SNN is/are removed'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/target_simulators/INI_target_sim.py/SNN,409.0,486.0,,,
Remove Parameter,end_sim,end_sim,,,,,['The parameters [ self ] of the method end_sim from the module build/lib/snntoolbox/target_simulators/INI_target_sim.py in class SNN is/are removed'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/target_simulators/INI_target_sim.py/SNN,424.0,502.0,,,
Add Parameter,__init__,__init__,,,,,['The parameters [ s ] are added to the method __init__ from the module build/lib/snntoolbox/target_simulators/MegaSim_target_sim.py in class SNN'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/target_simulators/MegaSim_target_sim.py/SNN,1142.0,1142.0,,,
Add Parameter,__init__,__init__,,,,,['The parameters [ s ] are added to the method __init__ from the module build/lib/snntoolbox/target_simulators/brian2_target_sim.py in class SNN'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/target_simulators/brian2_target_sim.py/SNN,89.0,84.0,,,
Change/Rename Parameter,collect_plot_results,collect_plot_results,,,,,['The parameters [ X_batch ] of the method collect_plot_results from the module build/lib/snntoolbox/target_simulators/brian2_target_sim.py in class SNN are changed/renamed to [x_batch]'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/target_simulators/brian2_target_sim.py/SNN,398.0,411.0,,,
Remove Parameter,end_sim,end_sim,,,,,['The parameters [ self ] of the method end_sim from the module build/lib/snntoolbox/target_simulators/brian2_target_sim.py in class SNN is/are removed'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/target_simulators/brian2_target_sim.py/SNN,388.0,399.0,,,
Add Parameter,__init__,__init__,,,,,['The parameters [ s ] are added to the method __init__ from the module build/lib/snntoolbox/target_simulators/pyNN_target_sim.py in class SNN'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/target_simulators/pyNN_target_sim.py/SNN,86.0,83.0,,,
Change/Rename Parameter,collect_plot_results,collect_plot_results,,,,,['The parameters [ X_batch ] of the method collect_plot_results from the module build/lib/snntoolbox/target_simulators/pyNN_target_sim.py in class SNN are changed/renamed to [x_batch]'],afcc195ab8a142218d6c19437a8492cbcff4348a,build/lib/snntoolbox/target_simulators/pyNN_target_sim.py/SNN,616.0,627.0,,,
Move Method,run,run,build/lib/snntoolbox/target_simulators/pyNN_target_sim.py/SNN,build/lib/snntoolbox/target_simulators/brian2_target_sim.py/SNN,272.0,273.0, method run from the module build/lib/snntoolbox/target_simulators/pyNN_target_sim.py in class SNN was moved to class SNN of module build/lib/snntoolbox/target_simulators/brian2_target_sim.py ,afcc195ab8a142218d6c19437a8492cbcff4348a,,,,,,
Extract Method,build,setup_layers,,,,, The method setup_layers from the module snntoolbox/simulation/utils.py in class AbstractSNN is extracted from method build from the module snntoolbox/simulation/utils.py in class AbstractSNN ,b0c5f8d943fa4c76e39bf9f7783341bc7cad0ac3,snntoolbox/simulation/utils.py/AbstractSNN,,,"(406,407)",765.0,"[431.0, 435.0, 436.0, 437.0, 438.0, 439.0, 441.0, 442.0, 443.0, 444.0, 445.0, 446.0]"
Move Method,is_module_installed,is_module_installed,tests/conftest.py,snntoolbox/utils/utils.py,20.0,614.0, method is_module_installed from the module tests/conftest.py was moved to module snntoolbox/utils/utils.py ,b0c5f8d943fa4c76e39bf9f7783341bc7cad0ac3,,,,,,
Move Method,import_script,import_script,snntoolbox/model_libs/common.py,snntoolbox/io_utils/common.py,602.0,339.0, method import_script from the module snntoolbox/model_libs/common.py was moved to module snntoolbox/io_utils/common.py ,b2ea4af494bd4f18269477dec29fd3b833ee7fd8,,,,,,
Rename Method,test_full,run_pipeline,,,,,['The method test_full from the module snntoolbox/bin/utils.py is renamed to run_pipeline'],b3cccf85832944459e086e03b1f27446db43fd12,snntoolbox/bin/utils.py,27.0,27.0,,,
Remove Parameter,scale_event_frames,scale_event_frames,,,,,['The parameters [ frame_gen_method ] of the method scale_event_frames from the module snntoolbox/datasets/aedat/DVSIterator.py is/are removed'],b3cccf85832944459e086e03b1f27446db43fd12,snntoolbox/datasets/aedat/DVSIterator.py,521.0,526.0,,,
Remove Parameter,softmax_activation,softmax_activation,,,,,['The parameters [ self ] of the method softmax_activation from the module snntoolbox/simulation/backends/inisim/ttfs.py in class SpikeLayer is/are removed'],b3cccf85832944459e086e03b1f27446db43fd12,snntoolbox/simulation/backends/inisim/ttfs.py/SpikeLayer,110.0,113.0,,,
Remove Parameter,softmax_activation,softmax_activation,,,,,['The parameters [ self ] of the method softmax_activation from the module snntoolbox/simulation/backends/inisim/ttfs_dyn_thresh.py in class SpikeLayer is/are removed'],b3cccf85832944459e086e03b1f27446db43fd12,snntoolbox/simulation/backends/inisim/ttfs_dyn_thresh.py/SpikeLayer,132.0,135.0,,,
Move Method,set_biases,set_biases,snntoolbox/simulation/target_simulators/brian2_target_sim.py/SNN,snntoolbox/simulation/target_simulators/brian2_target_sim.py,339.0,381.0, method set_biases from the module snntoolbox/simulation/target_simulators/brian2_target_sim.py in class SNN was moved to module snntoolbox/simulation/target_simulators/brian2_target_sim.py ,b3cccf85832944459e086e03b1f27446db43fd12,,,,,,
Move Method,get_shape_from_label,get_shape_from_label,snntoolbox/simulation/target_simulators/pyNN_target_sim.py,snntoolbox/simulation/utils.py,494.0,1536.0, method get_shape_from_label from the module snntoolbox/simulation/target_simulators/pyNN_target_sim.py was moved to module snntoolbox/simulation/utils.py ,b3cccf85832944459e086e03b1f27446db43fd12,,,,,,
Add Parameter,init_membrane_potential,init_membrane_potential,,,,,['The parameters [ output_shape ] are added to the method init_membrane_potential from the module snntoolbox/core/inisim.py'],b5302f4895953e33b2aadf4fef8fd1860f8f3625,snntoolbox/core/inisim.py,273.0,268.0,,,
Rename Method,__next__,next_sequence,,,,,['The method __next__ from the module snntoolbox/io_utils/AedatTools/DVSIterator.py in class DVSIterator is renamed to next_sequence'],b5302f4895953e33b2aadf4fef8fd1860f8f3625,snntoolbox/io_utils/AedatTools/DVSIterator.py/DVSIterator,71.0,61.0,,,
Add Parameter,extract_batch,extract_batch,,,,,['The parameters [ target_size ] are added to the method extract_batch from the module snntoolbox/io_utils/AedatTools/DVSIterator.py'],b5302f4895953e33b2aadf4fef8fd1860f8f3625,snntoolbox/io_utils/AedatTools/DVSIterator.py,103.0,133.0,,,
