Refactoring Type,Original,Updated,Location,Original Line,Updated Line,Description,Commit
Change/Rename Parameter,supports_aux_operators,supports_aux_operators,qiskit/aqua/algorithms/minimum_eigen_solvers/minimum_eigen_solver.py/MinimumEigensolver,58,58,['The parameters [ self ] of the method supports_aux_operators from the module qiskit/aqua/algorithms/minimum_eigen_solvers/minimum_eigen_solver.py in class MinimumEigensolver are changed/renamed to [cls]'],a8dbec9e5e7aedc49a8c09073eed54659013c75b
Change/Rename Parameter,supports_aux_operators,supports_aux_operators,qiskit/aqua/algorithms/minimum_eigen_solvers/vqe.py/VQE,394,394,['The parameters [ self ] of the method supports_aux_operators from the module qiskit/aqua/algorithms/minimum_eigen_solvers/vqe.py in class VQE are changed/renamed to [cls]'],a8dbec9e5e7aedc49a8c09073eed54659013c75b
Change Return Type,excitation_pool,excitation_pool,qiskit/chemistry/components/variational_forms/uccsd.py/UCCSD,228,228,['The return type of method excitation_pool from the module qiskit/chemistry/components/variational_forms/uccsd.py in class UCCSD is updated'],a8dbec9e5e7aedc49a8c09073eed54659013c75b
Change Return Type,run,run,qiskit/chemistry/core/hamiltonian.py/Hamiltonian,117,130,['The return type of method run from the module qiskit/chemistry/core/hamiltonian.py in class Hamiltonian is updated'],a8dbec9e5e7aedc49a8c09073eed54659013c75b
Extract Method,compile_and_run_circuits,_maybe_add_aer_expectation_instruction,qiskit/aqua/utils/run_circuits.py,,, The method _maybe_add_aer_expectation_instruction from the module qiskit/aqua/utils/run_circuits.py is extracted from method compile_and_run_circuits from the module qiskit/aqua/utils/run_circuits.py ,a9f33d4d3a7b25b32bea861dd4491ec70ca558f5
Add Parameter,construct_circuit,construct_circuit,qiskit_aqua/algorithms/single_sample/qpe/qpe.py/QPE,189,194,['The parameters [ measure ] are added to the method construct_circuit from the module qiskit_aqua/algorithms/single_sample/qpe/qpe.py in class QPE'],aa2927d4ee4b31612e49d7c28d5f9b813a425f8e
Rename Method,test_qsvm_variational_2d_via_run_algorithm,test_vqc_2d_via_run_algorithm,test/test_qnn.py/TestQNN,96,96,['The method test_qsvm_variational_2d_via_run_algorithm from the module test/test_qnn.py in class TestQNN is renamed to test_vqc_2d_via_run_algorithm'],aa76c8c3d7c38e8aed34b7cab3b0619ec6418078
Rename Method,test_qsvm_variational_via_run_algorithm,test_vqc_via_run_algorithm,test/test_qnn.py/TestQNN,63,63,['The method test_qsvm_variational_via_run_algorithm from the module test/test_qnn.py in class TestQNN is renamed to test_vqc_via_run_algorithm'],aa76c8c3d7c38e8aed34b7cab3b0619ec6418078
Rename Method,test_qsvm_kernel_binary_directly,test_qsvm_binary_directly,test/test_qsvm.py/TestQSVM,77,77,['The method test_qsvm_kernel_binary_directly from the module test/test_qsvm.py in class TestQSVM is renamed to test_qsvm_binary_directly'],aa76c8c3d7c38e8aed34b7cab3b0619ec6418078
Rename Method,test_qsvm_kernel_binary_directly_statevector,test_qsvm_binary_directly_statevector,test/test_qsvm.py/TestQSVM,118,118,['The method test_qsvm_kernel_binary_directly_statevector from the module test/test_qsvm.py in class TestQSVM is renamed to test_qsvm_binary_directly_statevector'],aa76c8c3d7c38e8aed34b7cab3b0619ec6418078
Rename Method,test_qsvm_kernel_binary_via_run_algorithm,test_qsvm_binary_via_run_algorithm,test/test_qsvm.py/TestQSVM,45,45,['The method test_qsvm_kernel_binary_via_run_algorithm from the module test/test_qsvm.py in class TestQSVM is renamed to test_qsvm_binary_via_run_algorithm'],aa76c8c3d7c38e8aed34b7cab3b0619ec6418078
Rename Method,test_qsvm_kernel_multiclass_all_pairs,test_qsvm_multiclass_all_pairs,test/test_qsvm.py/TestQSVM,210,210,['The method test_qsvm_kernel_multiclass_all_pairs from the module test/test_qsvm.py in class TestQSVM is renamed to test_qsvm_multiclass_all_pairs'],aa76c8c3d7c38e8aed34b7cab3b0619ec6418078
Rename Method,test_qsvm_kernel_multiclass_error_correcting_code,test_qsvm_multiclass_error_correcting_code,test/test_qsvm.py/TestQSVM,245,245,['The method test_qsvm_kernel_multiclass_error_correcting_code from the module test/test_qsvm.py in class TestQSVM is renamed to test_qsvm_multiclass_error_correcting_code'],aa76c8c3d7c38e8aed34b7cab3b0619ec6418078
Rename Method,test_qsvm_kernel_multiclass_one_against_all,test_qsvm_multiclass_one_against_all,test/test_qsvm.py/TestQSVM,172,172,['The method test_qsvm_kernel_multiclass_one_against_all from the module test/test_qsvm.py in class TestQSVM is renamed to test_qsvm_multiclass_one_against_all'],aa76c8c3d7c38e8aed34b7cab3b0619ec6418078
Change/Rename Parameter,_one_body,_one_body,qiskit/chemistry/bksf.py,26,26,['The parameters [ p_i q_i ] of the method _one_body from the module qiskit/chemistry/bksf.py are changed/renamed to [p q]'],aacbc92d560e158875a7df5b406d47646f4e093e
Add Parameter,find_minimum,find_minimum,qiskit/aqua/algorithms/adaptive/vqalgorithm.py/VQAlgorithm,65,65,['The parameters [ gradient_fn ] are added to the method find_minimum from the module qiskit/aqua/algorithms/adaptive/vqalgorithm.py in class VQAlgorithm'],aad77450fc00030b722a0cf22c66cd02a829b5be
Add Parameter,_apply_mcu3_graycode,_apply_mcu3_graycode,qiskit/aqua/circuits/gates/multi_control_rotation_gates.py,31,31,['The parameters [ use_basis_gates ] are added to the method _apply_mcu3_graycode from the module qiskit/aqua/circuits/gates/multi_control_rotation_gates.py'],ac83ade0184b88f017257932793d65d9240a9912
Add Parameter,mcrx,mcrx,qiskit/aqua/circuits/gates/multi_control_rotation_gates.py,72,72,['The parameters [ use_basis_gates ] are added to the method mcrx from the module qiskit/aqua/circuits/gates/multi_control_rotation_gates.py'],ac83ade0184b88f017257932793d65d9240a9912
Add Parameter,mcry,mcry,qiskit/aqua/circuits/gates/multi_control_rotation_gates.py,113,113,['The parameters [ use_basis_gates ] are added to the method mcry from the module qiskit/aqua/circuits/gates/multi_control_rotation_gates.py'],ac83ade0184b88f017257932793d65d9240a9912
Add Parameter,mcrz,mcrz,qiskit/aqua/circuits/gates/multi_control_rotation_gates.py,173,174,['The parameters [ use_basis_gates ] are added to the method mcrz from the module qiskit/aqua/circuits/gates/multi_control_rotation_gates.py'],ac83ade0184b88f017257932793d65d9240a9912
Rename Method,_construct_circuit,_construct_circuit_components,qiskit_aqua/grover/grover.py/Grover,92,110,['The method _construct_circuit from the module qiskit_aqua/grover/grover.py in class Grover is renamed to _construct_circuit_components'],acbd8c094f37525597e50f67ac87a74ccf89750c
Extract Method,get_clique_qubitops,get_qubit_op,qiskit/aqua/translators/ising/clique.py,,, The method get_qubit_op from the module qiskit/aqua/translators/ising/clique.py is extracted from method get_clique_qubitops from the module qiskit/aqua/translators/ising/clique.py ,ad603ee61e78db5109b5ff9a460215d2aa9b9374
Extract Method,get_qubitops,get_qubit_op,qiskit/aqua/translators/ising/docplex.py,,, The method get_qubit_op from the module qiskit/aqua/translators/ising/docplex.py is extracted from method get_qubitops from the module qiskit/aqua/translators/ising/docplex.py ,ad603ee61e78db5109b5ff9a460215d2aa9b9374
Extract Method,get_exact_cover_qubitops,get_qubit_op,qiskit/aqua/translators/ising/exact_cover.py,,, The method get_qubit_op from the module qiskit/aqua/translators/ising/exact_cover.py is extracted from method get_exact_cover_qubitops from the module qiskit/aqua/translators/ising/exact_cover.py ,ad603ee61e78db5109b5ff9a460215d2aa9b9374
Extract Method,get_graph_partition_qubitops,get_qubit_op,qiskit/aqua/translators/ising/graph_partition.py,,, The method get_qubit_op from the module qiskit/aqua/translators/ising/graph_partition.py is extracted from method get_graph_partition_qubitops from the module qiskit/aqua/translators/ising/graph_partition.py ,ad603ee61e78db5109b5ff9a460215d2aa9b9374
Extract Method,get_max_cut_qubitops,get_qubit_op,qiskit/aqua/translators/ising/max_cut.py,,, The method get_qubit_op from the module qiskit/aqua/translators/ising/max_cut.py is extracted from method get_max_cut_qubitops from the module qiskit/aqua/translators/ising/max_cut.py ,ad603ee61e78db5109b5ff9a460215d2aa9b9374
Extract Method,get_partition_qubitops,get_qubit_op,qiskit/aqua/translators/ising/partition.py,,, The method get_qubit_op from the module qiskit/aqua/translators/ising/partition.py is extracted from method get_partition_qubitops from the module qiskit/aqua/translators/ising/partition.py ,ad603ee61e78db5109b5ff9a460215d2aa9b9374
Extract Method,get_portfolio_qubitops,get_qubit_op,qiskit/aqua/translators/ising/portfolio.py,,, The method get_qubit_op from the module qiskit/aqua/translators/ising/portfolio.py is extracted from method get_portfolio_qubitops from the module qiskit/aqua/translators/ising/portfolio.py ,ad603ee61e78db5109b5ff9a460215d2aa9b9374
Extract Method,get_portfoliodiversification_qubitops,get_qubit_op,qiskit/aqua/translators/ising/portfolio_diversification.py,,, The method get_qubit_op from the module qiskit/aqua/translators/ising/portfolio_diversification.py is extracted from method get_portfoliodiversification_qubitops from the module qiskit/aqua/translators/ising/portfolio_diversification.py ,ad603ee61e78db5109b5ff9a460215d2aa9b9374
Extract Method,get_set_packing_qubitops,get_qubit_op,qiskit/aqua/translators/ising/set_packing.py,,, The method get_qubit_op from the module qiskit/aqua/translators/ising/set_packing.py is extracted from method get_set_packing_qubitops from the module qiskit/aqua/translators/ising/set_packing.py ,ad603ee61e78db5109b5ff9a460215d2aa9b9374
Extract Method,get_stable_set_qubitops,get_qubit_op,qiskit/aqua/translators/ising/stable_set.py,,, The method get_qubit_op from the module qiskit/aqua/translators/ising/stable_set.py is extracted from method get_stable_set_qubitops from the module qiskit/aqua/translators/ising/stable_set.py ,ad603ee61e78db5109b5ff9a460215d2aa9b9374
Extract Method,get_tsp_qubitops,get_qubit_op,qiskit/aqua/translators/ising/tsp.py,,, The method get_qubit_op from the module qiskit/aqua/translators/ising/tsp.py is extracted from method get_tsp_qubitops from the module qiskit/aqua/translators/ising/tsp.py ,ad603ee61e78db5109b5ff9a460215d2aa9b9374
Extract Method,get_vehiclerouting_qubitops,get_qubit_op,qiskit/aqua/translators/ising/vehicle_routing.py,,, The method get_qubit_op from the module qiskit/aqua/translators/ising/vehicle_routing.py is extracted from method get_vehiclerouting_qubitops from the module qiskit/aqua/translators/ising/vehicle_routing.py ,ad603ee61e78db5109b5ff9a460215d2aa9b9374
Extract Method,get_vertex_cover_qubitops,get_qubit_op,qiskit/aqua/translators/ising/vertex_cover.py,,, The method get_qubit_op from the module qiskit/aqua/translators/ising/vertex_cover.py is extracted from method get_vertex_cover_qubitops from the module qiskit/aqua/translators/ising/vertex_cover.py ,ad603ee61e78db5109b5ff9a460215d2aa9b9374
Rename Method,test_qsvm_variational_with_minibatching,test_qsvm_variational_with_minbatching,test/test_qsvm_variational.py/TestQSVMVariational,67,67,['The method test_qsvm_variational_with_minibatching from the module test/test_qsvm_variational.py in class TestQSVMVariational is renamed to test_qsvm_variational_with_minbatching'],ad8177d5fc10c008cda26690b6553b7569d53f46
Rename Method,double_excitations,excitation_pool,qiskit/chemistry/aqua_extensions/components/variational_forms/ucc.py/UCC,182,61,['The method double_excitations from the module qiskit/chemistry/aqua_extensions/components/variational_forms/ucc.py in class UCC is renamed to excitation_pool'],ade089414319e7505e6f96584b0236fc9e98753d
Add Parameter,test_grover,test_grover,test/test_grover.py/TestGrover,28,28,['The parameters [ mode ] are added to the method test_grover from the module test/test_grover.py in class TestGrover'],ae7733d9504065bd0cb13fc276eb638ac099a26e
Rename Method,train_dataset,training_dataset,qiskit/aqua/algorithms/adaptive/qsvm/qsvm_variational.py/QSVMVariational,527,533,['The method train_dataset from the module qiskit/aqua/algorithms/adaptive/qsvm/qsvm_variational.py in class QSVMVariational is renamed to training_dataset'],aed2c7ad54e101880887a6774d3a6959fb8d2339
Rename Method,_construct_circuit_components,construct_circuit,qiskit_aqua/algorithms/single_sample/bv/bernstein_vazirani.py/BernsteinVazirani,70,71,['The method _construct_circuit_components from the module qiskit_aqua/algorithms/single_sample/bv/bernstein_vazirani.py in class BernsteinVazirani is renamed to construct_circuit'],af107f50cc49014cdc29fd3b099d5fb38e2028f0
Rename Method,_construct_circuit_components,construct_circuit,qiskit_aqua/algorithms/single_sample/dj/deutsch_jozsa.py/DeutschJozsa,70,71,['The method _construct_circuit_components from the module qiskit_aqua/algorithms/single_sample/dj/deutsch_jozsa.py in class DeutschJozsa is renamed to construct_circuit'],af107f50cc49014cdc29fd3b099d5fb38e2028f0
Change/Rename Parameter,init_args,init_args,qiskit_aqua/algorithms/single_sample/hhl/hhl.py/HHL,184,183,['The parameters [ invec ] of the method init_args from the module qiskit_aqua/algorithms/single_sample/hhl/hhl.py in class HHL are changed/renamed to [vector]'],af1386dcf5f73f8229ad9953060f59b3456363d6
Change/Rename Parameter,_tomo_postselect,_tomo_postselect,qiskit/aqua/algorithms/single_sample/hhl/hhl.py/HHL,260,268,['The parameters [ tomoset ] of the method _tomo_postselect from the module qiskit/aqua/algorithms/single_sample/hhl/hhl.py in class HHL are changed/renamed to [circuits]'],af78f7ed14e08085a3b5d9d84d270c2b0adea441
Change/Rename Parameter,_set_up_circuit,_set_up_circuit,qiskit/aqua/utils/boolean_logic.py/BooleanLogicNormalForm,134,129,['The parameters [ qubit_outcome ] of the method _set_up_circuit from the module qiskit/aqua/utils/boolean_logic.py in class BooleanLogicNormalForm are changed/renamed to [outcome_idx]'],afabb1808ac2bea4dd01cab04a970a14d886fba5
Change/Rename Parameter,construct_circuit,construct_circuit,qiskit/aqua/utils/boolean_logic.py/ESOP,311,302,['The parameters [ qubit_outcome ] of the method construct_circuit from the module qiskit/aqua/utils/boolean_logic.py in class ESOP are changed/renamed to [outcome_idx]'],afabb1808ac2bea4dd01cab04a970a14d886fba5
Rename Method,_discover_entry_point_pluggables,_discover_entry_pt_pluggables,qiskit/aqua/_discover.py,145,173,['The method _discover_entry_point_pluggables from the module qiskit/aqua/_discover.py is renamed to _discover_entry_pt_pluggables'],afd35fde37a1172ec5d4011776467886f624bf27
Rename Method,_get_pluggables_types_dictionary,_get_pluggables_types_dict,qiskit/aqua/_discover.py,55,56,['The method _get_pluggables_types_dictionary from the module qiskit/aqua/_discover.py is renamed to _get_pluggables_types_dict'],afd35fde37a1172ec5d4011776467886f624bf27
Rename Method,_discover_entry_point_chemistry_operators,_discover_entry_pt_chem_ops,qiskit/chemistry/core/_discover_chemoperator.py,77,98,['The method _discover_entry_point_chemistry_operators from the module qiskit/chemistry/core/_discover_chemoperator.py is renamed to _discover_entry_pt_chem_ops'],afd35fde37a1172ec5d4011776467886f624bf27
Rename Method,_discover_local_chemistry_operators,_discover_local_chem_ops,qiskit/chemistry/core/_discover_chemoperator.py,109,131,['The method _discover_local_chemistry_operators from the module qiskit/chemistry/core/_discover_chemoperator.py is renamed to _discover_local_chem_ops'],afd35fde37a1172ec5d4011776467886f624bf27
Rename Method,get_chemistry_operator_configuration,get_chem_operator_config,qiskit/chemistry/core/_discover_chemoperator.py,231,261,['The method get_chemistry_operator_configuration from the module qiskit/chemistry/core/_discover_chemoperator.py is renamed to get_chem_operator_config'],afd35fde37a1172ec5d4011776467886f624bf27
Rename Method,_discover_entry_point_chemistry_drivers,_discover_entry_pt_chem_drivers,qiskit/chemistry/drivers/_discover_driver.py,71,96,['The method _discover_entry_point_chemistry_drivers from the module qiskit/chemistry/drivers/_discover_driver.py is renamed to _discover_entry_pt_chem_drivers'],afd35fde37a1172ec5d4011776467886f624bf27
Add Parameter,set_aqua_logging,set_aqua_logging,qiskit/aqua/_logging.py,98,113,['The parameters [ filepath ] are added to the method set_aqua_logging from the module qiskit/aqua/_logging.py'],aff5b5d3d02ccd59c73989057de24859de16e9e6
Remove Parameter,__init__,__init__,qiskit/optimization/algorithms/admm_optimizer.py/ADMMState,91,91,['The parameters [ binary_indices continuous_indices ] of the method __init__ from the module qiskit/optimization/algorithms/admm_optimizer.py in class ADMMState is/are removed'],b0c422efc314e2b845b5452a1dca37e113293070
Rename Class,QISKitAcquaChemistryTestCase,QiskitAquaChemistryTestCase,test/common.py,,, class QISKitAcquaChemistryTestCase was renamed to class QiskitAquaChemistryTestCase ,b0d766a80f5c025d193ce384f9f43bb7682c83f0
Extract Method,test_readme_sample,_test_readme_sample,test/optimization/test_readme_sample.py/TestReadmeSample,,, The method _test_readme_sample from the module test/optimization/test_readme_sample.py in class TestReadmeSample is extracted from method test_readme_sample from the module test/optimization/test_readme_sample.py in class TestReadmeSample ,b165aa7d7d3a0847ddf1d83b6e2df5810a6a0cc0
Rename Method,get_run_geometry,get_geometry,qiskit_aqua_ui/_uipreferences.py/UIPreferences,59,59,['The method get_run_geometry from the module qiskit_aqua_ui/_uipreferences.py in class UIPreferences is renamed to get_geometry'],b190e53dbdffa4d318c044f9a6f79509ddc818ee
Rename Method,set_run_geometry,set_geometry,qiskit_aqua_ui/_uipreferences.py/UIPreferences,65,65,['The method set_run_geometry from the module qiskit_aqua_ui/_uipreferences.py in class UIPreferences is renamed to set_geometry'],b190e53dbdffa4d318c044f9a6f79509ddc818ee
Remove Parameter,__init__,__init__,qiskit_aqua_ui/run/_controller.py/Controller,40,40,['The parameters [ view ] of the method __init__ from the module qiskit_aqua_ui/run/_controller.py in class Controller is/are removed'],b190e53dbdffa4d318c044f9a6f79509ddc818ee
Add Parameter,__init__,__init__,qiskit_aqua_ui/run/_mainview.py/MainView,40,36,['The parameters [ guiprovider ] are added to the method __init__ from the module qiskit_aqua_ui/run/_mainview.py in class MainView'],b190e53dbdffa4d318c044f9a6f79509ddc818ee
Add Parameter,__init__,__init__,qiskit_aqua_ui/run/_preferencesdialog.py/PreferencesDialog,38,37,['The parameters [ uiPreferences preferences get_logging_level set_logging_config build_logging_config ] are added to the method __init__ from the module qiskit_aqua_ui/run/_preferencesdialog.py in class PreferencesDialog'],b190e53dbdffa4d318c044f9a6f79509ddc818ee
Rename Class,UCCSD_single_operator,UCC,qiskit/chemistry/aqua_extensions/components/variational_forms/ucc.py,,, class UCCSD_single_operator was renamed to class UCC ,b1a458b5ac68b3eb365b0dbf818d1dc369f1f823
Remove Parameter,_calibration,_calibration,qiskit_aqua/algorithms/components/optimizers/spsa.py/SPSA,163,186,['The parameters [ initial_c target_update ] of the method _calibration from the module qiskit_aqua/algorithms/components/optimizers/spsa.py in class SPSA is/are removed'],b1e4247e6f2fba4da8ad305f2e04d4f81cce9525
Rename Method,init_args,__init__,qiskit_aqua/algorithms/single_sample/grover/grover.py/Grover,91,64,['The method init_args from the module qiskit_aqua/algorithms/single_sample/grover/grover.py in class Grover is renamed to __init__'],b2d30bbe60dd57168b49fa77d62c49a17bad85e3
Change/Rename Parameter,__init__,__init__,qiskit/aqua/components/oracles/truth_table_oracle.py/TruthTableOracle,100,94,['The parameters [ optimization_mode ] of the method __init__ from the module qiskit/aqua/components/oracles/truth_table_oracle.py in class TruthTableOracle are changed/renamed to [optimization]'],b3780e957ce07520f4141ab8c3832e1a5ef94f7a
Change/Rename Parameter,test_bernsteinvazirani,test_bernsteinvazirani,test/test_bernsteinvazirani.py/TestBernsteinVazirani,35,35,['The parameters [ optimization_mode ] of the method test_bernsteinvazirani from the module test/test_bernsteinvazirani.py in class TestBernsteinVazirani are changed/renamed to [optimization]'],b3780e957ce07520f4141ab8c3832e1a5ef94f7a
Change/Rename Parameter,test_deutschjozsa,test_deutschjozsa,test/test_deutschjozsa.py/TestDeutschJozsa,34,34,['The parameters [ optimization_mode ] of the method test_deutschjozsa from the module test/test_deutschjozsa.py in class TestDeutschJozsa are changed/renamed to [optimization]'],b3780e957ce07520f4141ab8c3832e1a5ef94f7a
Change/Rename Parameter,test_grover,test_grover,test/test_grover.py/TestGrover,40,40,['The parameters [ optimization_mode ] of the method test_grover from the module test/test_grover.py in class TestGrover are changed/renamed to [optimization]'],b3780e957ce07520f4141ab8c3832e1a5ef94f7a
Change/Rename Parameter,test_simon,test_simon,test/test_simon.py/TestSimon,40,40,['The parameters [ optimization_mode ] of the method test_simon from the module test/test_simon.py in class TestSimon are changed/renamed to [optimization]'],b3780e957ce07520f4141ab8c3832e1a5ef94f7a
Change Return Type,random_seed,random_seed,qiskit/aqua/aqua_globals.py/QiskitAquaGlobals,37,38,['The return type of method random_seed from the module qiskit/aqua/aqua_globals.py in class QiskitAquaGlobals is updated'],b44f25207f82f407a9e7c5645d8f1d8eb5587063
Rename Method,kernel_join_classical,kernel_join,qiskit_acqua/classicalsvm/svm_rbf_kernel.py/SVM_RBF_Kernel,49,67,['The method kernel_join_classical from the module qiskit_acqua/classicalsvm/svm_rbf_kernel.py in class SVM_RBF_Kernel is renamed to kernel_join'],b4b73a3053866d0c1a5907ea4581a87afae16040
Remove Parameter,predict,predict,qiskit_acqua/classicalsvm/svm_rbf_kernel.py/SVM_RBF_Kernel,121,131,['The parameters [ svm ] of the method predict from the module qiskit_acqua/classicalsvm/svm_rbf_kernel.py in class SVM_RBF_Kernel is/are removed'],b4b73a3053866d0c1a5907ea4581a87afae16040
Remove Parameter,test,test,qiskit_acqua/classicalsvm/svm_rbf_kernel.py/SVM_RBF_Kernel,87,93,['The parameters [ svm ] of the method test from the module qiskit_acqua/classicalsvm/svm_rbf_kernel.py in class SVM_RBF_Kernel is/are removed'],b4b73a3053866d0c1a5907ea4581a87afae16040
Add Parameter,__init__,__init__,qiskit/aqua/algorithms/adaptive/qgan/qgan.py/QGAN,76,96,['The parameters [ seed discriminator generator tol_rel_ent ] are added to the method __init__ from the module qiskit/aqua/algorithms/adaptive/qgan/qgan.py in class QGAN'],b5e5ea77b46d9f657f4abfb33f6f7cbfa91ea8bd
Change/Rename Parameter,__init__,__init__,qiskit_aqua/quantum_instance.py/QuantumInstance,49,49,['The parameters [ cache_config ] of the method __init__ from the module qiskit_aqua/quantum_instance.py in class QuantumInstance are changed/renamed to [circuit_cache]'],b5e847a5bf5f38ef30ebb2328c4d58ea28aa464a
Add Parameter,__init__,__init__,qiskit_aqua/utils/circuit_cache.py/CircuitCache,51,48,['The parameters [ allowed_misses ] are added to the method __init__ from the module qiskit_aqua/utils/circuit_cache.py in class CircuitCache'],b5e847a5bf5f38ef30ebb2328c4d58ea28aa464a
Rename Class,TestEuropeanCallOption,TestEngtanlerMap,test/test_entangler_map.py,,, class TestEuropeanCallOption was renamed to class TestEngtanlerMap ,b623ad07ae5d88fb64dbcfcc698bc40cd1127f10
Remove Parameter,__init__,__init__,qiskit_aqua_chemistry/drivers/_basedriver.py/BaseDriver,28,37,['The parameters [ configuration ] of the method __init__ from the module qiskit_aqua_chemistry/drivers/_basedriver.py in class BaseDriver is/are removed'],b68ea39fadfe1e728e9b8512507c23584acb5777
Rename Method,discover_preferences_configurations,discover_preferences_drivers,qiskit_aqua_chemistry/drivers/configurationmanager.py/__ConfigurationManager,197,204,['The method discover_preferences_configurations from the module qiskit_aqua_chemistry/drivers/configurationmanager.py in class __ConfigurationManager is renamed to discover_preferences_drivers'],b68ea39fadfe1e728e9b8512507c23584acb5777
Remove Parameter,__init__,__init__,qiskit_aqua_chemistry/drivers/gaussiand/gaussiandriver.py/GaussianDriver,58,66,['The parameters [ configuration ] of the method __init__ from the module qiskit_aqua_chemistry/drivers/gaussiand/gaussiandriver.py in class GaussianDriver is/are removed'],b68ea39fadfe1e728e9b8512507c23584acb5777
Remove Parameter,__init__,__init__,qiskit_aqua_chemistry/drivers/hdf5d/hdf5driver.py/HDF5Driver,31,49,['The parameters [ configuration ] of the method __init__ from the module qiskit_aqua_chemistry/drivers/hdf5d/hdf5driver.py in class HDF5Driver is/are removed'],b68ea39fadfe1e728e9b8512507c23584acb5777
Remove Parameter,__init__,__init__,qiskit_aqua_chemistry/drivers/psi4d/psi4driver.py/PSI4Driver,40,49,['The parameters [ configuration ] of the method __init__ from the module qiskit_aqua_chemistry/drivers/psi4d/psi4driver.py in class PSI4Driver is/are removed'],b68ea39fadfe1e728e9b8512507c23584acb5777
Remove Parameter,__init__,__init__,qiskit_aqua_chemistry/drivers/pyquanted/pyquantedriver.py/PyQuanteDriver,25,68,['The parameters [ configuration ] of the method __init__ from the module qiskit_aqua_chemistry/drivers/pyquanted/pyquantedriver.py in class PyQuanteDriver is/are removed'],b68ea39fadfe1e728e9b8512507c23584acb5777
Remove Parameter,__init__,__init__,qiskit_aqua_chemistry/drivers/pyscfd/pyscfdriver.py/PySCFDriver,25,69,['The parameters [ configuration ] of the method __init__ from the module qiskit_aqua_chemistry/drivers/pyscfd/pyscfdriver.py in class PySCFDriver is/are removed'],b68ea39fadfe1e728e9b8512507c23584acb5777
Add Parameter,__init__,__init__,qiskit/aqua/algorithms/minimum_eigen_solvers/qaoa/qaoa.py/QAOA,65,66,['The parameters [ gradient ] are added to the method __init__ from the module qiskit/aqua/algorithms/minimum_eigen_solvers/qaoa/qaoa.py in class QAOA'],b79ef861fbb8448c8d97cabdac6b7a2caea711c2
Add Parameter,__init__,__init__,qiskit/aqua/algorithms/minimum_eigen_solvers/vqe.py/VQE,89,90,['The parameters [ gradient ] are added to the method __init__ from the module qiskit/aqua/algorithms/minimum_eigen_solvers/vqe.py in class VQE'],b79ef861fbb8448c8d97cabdac6b7a2caea711c2
Add Parameter,__init__,__init__,qiskit/aqua/algorithms/vq_algorithm.py/VQAlgorithm,46,47,['The parameters [ gradient ] are added to the method __init__ from the module qiskit/aqua/algorithms/vq_algorithm.py in class VQAlgorithm'],b79ef861fbb8448c8d97cabdac6b7a2caea711c2
Add Parameter,__init__,__init__,qiskit/aqua/operators/list_ops/list_op.py/ListOp,57,57,['The parameters [ grad_combo_fn ] are added to the method __init__ from the module qiskit/aqua/operators/list_ops/list_op.py in class ListOp'],b79ef861fbb8448c8d97cabdac6b7a2caea711c2
Add Parameter,__init__,__init__,qiskit/aqua/quantum_instance.py/QuantumInstance,47,48,['The parameters [ shots seed memory max_credits ] are added to the method __init__ from the module qiskit/aqua/quantum_instance.py in class QuantumInstance'],b7b2dcedf1d810f1eb62aacefa7f44867662b6c8
Remove Parameter,__init__,__init__,qiskit/aqua/components/optimizers/adam_amsgrad.py/ADAM,101,97,['The parameters [ path ] of the method __init__ from the module qiskit/aqua/components/optimizers/adam_amsgrad.py in class ADAM is/are removed'],b8b18728d2274efcf23f87c7249e242b5bf18593
Rename Method,test_shor,test_shor_15,test/test_shor.py/TestShor,30,31,['The method test_shor from the module test/test_shor.py in class TestShor is renamed to test_shor_15'],b9c1fcd5ba6bbfe12a33a6d16f80a0c858710789
Rename Method,test_iqae_circuit,test_iqae_circuits,test/aqua/test_amplitude_estimation.py/TestBernoulli,218,218,['The method test_iqae_circuit from the module test/aqua/test_amplitude_estimation.py in class TestBernoulli is renamed to test_iqae_circuits'],ba71eb34d22eb524b137e534816339d80cc5179a
Remove Parameter,__init__,__init__,qiskit_chemistry_ui/_controller.py/Controller,43,43,['The parameters [ view ] of the method __init__ from the module qiskit_chemistry_ui/_controller.py in class Controller is/are removed'],bb3243dfcda58e7f36a3b9e4407124d5f8507257
Remove Parameter,export_dictionary_to_clipboard,export_dictionary_to_clipboard,qiskit_chemistry_ui/_controller.py/Controller,228,240,['The parameters [ window ] of the method export_dictionary_to_clipboard from the module qiskit_chemistry_ui/_controller.py in class Controller is/are removed'],bb3243dfcda58e7f36a3b9e4407124d5f8507257
Rename Method,_chernoff,_chernoff_confint,qiskit/aqua/algorithms/single_sample/amplitude_estimation/iqae.py/IterativeAmplitudeEstimation,213,225,['The method _chernoff from the module qiskit/aqua/algorithms/single_sample/amplitude_estimation/iqae.py in class IterativeAmplitudeEstimation is renamed to _chernoff_confint'],bbd82410f10fb9f4370eabf75d29f3b710c7de23
Change/Rename Parameter,construct_circuit,construct_circuit,qiskit_aqua/algorithms/adaptive/vqe/vqe.py/VQE,195,195,['The parameters [ is_aer ] of the method construct_circuit from the module qiskit_aqua/algorithms/adaptive/vqe/vqe.py in class VQE are changed/renamed to [use_simulator_operator_mode]'],bbda1656d257960d2534f81477d00b87888d264b
